id,listing_url,name,space,picture_url,neighbourhood,latitude,longitude,price,weekly_price,monthly_price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month
18198,https://www.airbnb.com/rooms/18198,Little King of Queens,"This is a small bedroom in a large, quiet, newly renovated apartment. The bedroom is in the front of the apartment, far away from the other 2 bedrooms and bathrooms.  PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW, BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access, as well as clean sheets and towels. The room is equipped with a full size bed, air conditioner, TV, closet, dresser, night stand, reading lamp and alarm clock.  You are more then welcome to make use of our spacious living room and, if you like cooking, of our newly renovated kitchen. Please note, that you would be sharing these common areas with us.  A quiet and safe neighborhood, Woodside is only a 20 min. subway-ride away from Midtown Manhattan. Right next to the Woodside/61 st subway station there is a Long Island Rail Road (LIRR) station with a convenient 30 min. connection to and from  JFK airpo",https://a0.muscache.com/im/pictures/3324483/1493ee41_original.jpg?aki_policy=large,Woodside,40.750382355033,-73.9033391811535,70,420,1200,275,24,100,10,10,10,10,10,9,0.25
18590,https://www.airbnb.com/rooms/18590,Fort Greene Retreat on the Park,"This is a private bedroom with exclusive use of a hallway bathroom in a shared apartment. The apartment is on the 4th floor (walk-up) of a historic Brooklyn Brownstone fronting Fort Greene Park. It has an open kitchen with a large butcher block island ideal for cooking with friends, and a private planted roof deck to enjoy early morning coffee or an evening glass of wine, all located in historic Fort Greene, one of Brooklyn's best neighborhoods! The bedroom is cozy, with plenty of room for singles or couples, with both short-term and medium-term availability, and is only a short train ride to Manhattan - 1 stop on the Q/B, 2 stops on the F, or 4 stops on the C - and walking distance to the Brooklyn Bridge. I've lived in the neighborhood for over 13 years, and can provide you with any and all advice, maps, or guides that you should need during your stay. About the guest bedroom: The bedroom available for rent has morning sun, and its own bathroom for your use (while the bathroom is loca",https://a0.muscache.com/im/pictures/96748/647a6eb5_original.jpg?aki_policy=large,Fort Greene,40.6932044370688,-73.9726727811357,85,615,2095,88,120,97,10,10,10,9,9,10,1.26
18728,https://www.airbnb.com/rooms/18728,Beautiful Meatpacking District Loft,"Amazing loft in the Meatpacking District. The hottest neighborhood in NYC! Enjoy your own 1,100 square foot space within a 2,600 sq ft, two floor loft. Doorman, building, full sized bed (fits two) with true mattress and box frame (not an uncomfortable, thin, sleeper sofa mattress). Can sleep third guest on large sectional sofa, shared kitchen. Guests enjoy exclusive use of two bathrooms.",https://a0.muscache.com/im/pictures/460797/6182315b_original.jpg?aki_policy=large,Meatpacking District,40.7413791415638,-74.0019668587991,119,,,256,132,99,10,10,10,10,10,10,1.55
18764,https://www.airbnb.com/rooms/18764,Cozy 2 BR in Williamsburg ,"PLEASE READ ENTIRE LISTING BEFORE BOOKING.  I have a 3 bedroom cozy apartment in Williamsburg of which Two (2) bedrooms are available for rental during temporary stays in NYC.  Bedrooms:  1st Bedroom: Full size bed - Temperpedic mattress (Sleeps 2)   2nd Bedroom: Full size bed - Sealy's Spring mattress (Sleeps 2) ****3rd Bedroom is where I or my apartment manager, sleeps**** Common area: Bathroom / Full Living room / Full Eat in kitchen. Rooms are available separately for rentals as well (please see my other listings via my Profile)  *Rates include utilities  *Max 4 people / $14 extra p/p p/n after 2nd guest Looking forward to hearing from you soon!",https://a0.muscache.com/im/pictures/188012/766b4e32_original.jpg?aki_policy=large,Williamsburg,40.7115398391647,-73.9611196545169,129,860,3000,230,55,88,9,9,9,10,9,9,0.57
19159,https://www.airbnb.com/rooms/19159,Spacious luminous apt Upper West NYC,"If you're looking for the perfect, luminous and calm getaway in the heart of NYC, then this Riverside Drive apartment is the perfect choice for you. Approx. 1000sq feet, one bedroom plus studio/2nd bedroom, dining room, kitchen (dishwasher, large fridge and microwave), marble and tile bathroom. Laundry room in the basement. Facing South West over the Hudson River: the light is really beautiful. It's across the street from Riverside Park and its Olympic swimming pool, gymnasium, running truck and ice skating ring, open to everybody for only $5 entry fee. Close to Fairway market for good healthy food and home shopping. Subway one block away: Red line, train NÂ°1. B&D trains 10 minutes walk away. CHECK PHOTOS. Cleaning after your stay is included. Cleaning during long term reservation by my trusted housekeeper is not included and not obligatory but highly recommended.",https://a0.muscache.com/im/pictures/107824164/e225dcf6_original.jpg?aki_policy=large,Hamilton Heights,40.8291523235053,-73.9513608585017,120,900,2800,261,49,94,10,10,9,10,8,9,0.52
19169,https://www.airbnb.com/rooms/19169,Entire 2 Bedroom - Large & Sunny,"VOTED #1 NEIGHBORHOOD IN MANHATTAN! Entire 2 Bedroom Apartment located in the Lower East Side of Manhattan on Ludlow and Broome Street. A very charming & vibrant  neighborhood.  This is a very large & clean NYC apt. Bright & Sunny....windows in every room!   Fabulous location, in the center of the action but nestled on a quiet block.  Located in the most vibrant & hip neighborhood in NYC, block where the characters from P.S. I Love You and The Devil Where Prada lived.  Steps away from Essex Farmer's Market, Barrio Chino, Baby Cakes, Sebastian's, Bacaro, Laboratorio Del Gelato, Katz's Deli and tons of great boutiques, galleries & cafes. Public Bike Share Station 1 block away. Very close to bus and subway trains:  1block to F, J, M, Z and 3 blocks to B, D  Large Separate Kitchen with updated appliances, dining room, sunny living room and 2 spacious bedrooms.  TV, Basic Cable, Wireless Internet (Wifi), DVD, Coffee Maker, Linens, Air Conditioning, Hairdryer, Linens, Towels and all your nee",https://a0.muscache.com/im/pictures/798435ff-4b98-446b-9598-96bd5bd0340c.jpg?aki_policy=large,Lower East Side,40.7185120737654,-73.9889234602323,285,,4875,249,61,87,9,9,9,9,10,8,0.63
19282,https://www.airbnb.com/rooms/19282,"Sunny, Spacious Top Floor Haven","Welcome to a real New York Gem! CURRENTLY AVAILABLE FROM JANUARY 2 - JANUARY 25 Preference given to families and couples looking to stay entire or majority of period!  Thanks for looking & happy summer! *** This is a large 2 bedroom, 2 full bathroom APARTMENT. (this is NOT a share. it is private, autonomous apartment) Foyer, dining room, living room and LOTS of windows.  Spacious, sunny, beautiful apartment with arched entrance ways, inlaid bookshelves and other classic details. 11 windows in total with 3 directional views ... sky and tree tops all around. One block from the lovely Parkside entrance at Prospect Park South. Lakeside water park (skating rink, boat & bike rentals) is RIGHT down the block! You can have 'beach days' at the lovelies park in NYC without driving/ boarding train or leaving the neighborhood!  Have your own spacious and fully equipped summer apartment/ sanctuary in Brooklyn just 15 minutes from downtown Manhattan! 20 minutes on the Q to Coney Island! One block fr",https://a0.muscache.com/im/pictures/7242bd7b-6dc2-480a-8be7-8c9d52bd6ef5.jpg?aki_policy=large,Flatbush,40.6540106055042,-73.9632268547103,140,650,,91,9,93,9,10,9,9,8,9,0.1
19812,https://www.airbnb.com/rooms/19812,2 bedroom Williamsburg Apt - Bedford L stop,"My entire apartment is available off and on throughout the year. It is so bright and sunny.  Two bedrooms, each with a queen bed in it.  The living room and kitchen are huge. High ceilings.  Wood floors.  Loads of charming details.  Second floor of a three unit building in Williamsburg.  Five minute or so walk to the L train Bedford stop, (which is one stop from Manhattan)  as well as the J, M and G trains. Williamsburg is just overflowing with great shops and restaurants, all within walking distance. It seems like there's another restaurant opening up by the day. It's very safe and you never feel isolated or like you're the only person walking down the street at night.  I have two bikes that you can use. A Citibike kiosk is in down the street. There's a new movie theater next door. There's an air conditioner in the bedroom and fans throughout the rest of the apartment.  Internet included.  Pets okay, as long as you don't have a dog that chews furniture and shoes up. If you do, write t",https://a0.muscache.com/im/pictures/101251/f297415e_original.jpg?aki_policy=large,Williamsburg,40.7183273183953,-73.9574779420593,95,625,2400,229,54,92,9,7,9,9,10,9,0.55
20299,https://www.airbnb.com/rooms/20299,Oh glorious spring!,"AH, DEAR PROSPESPECTIVE GUEST, I VALUE YOU AND WILL TREAT YOU WITH UPMOST RESPECT, BUT I WILL NOT BOOK YOU IF WE DO NOT EXCHANGE INFORMATION. I AM NOT A HOTEL IT IS MY HOME. A FEW BAD EXPERIENCES PROMPTED THIS.  Spring in New York is glorious, near perfect weather for a long walk. A trip to Chinatown. How about Central Park.  A walk under the bridges. A bit want an adventure, Inwood or Highbridge parks. The Cloisters? I know the city very well and can give you endless tips or even take you one of my epic urban exploration walks.  The East Village is vibrant. Restaurants, clubs, Red tail hawk watching in the park. Interesting people.  Williamsburg is a quick train ride away as well as all the wonders the city offers.  Again, I love the city, and I am more then willing to fill you in on all necessary details, trains to take, buses, off beat places to go, hidden gems in non-touristy streets, adventures in the outer boroughs etc.  I am a non-smoker or drinker. Remember that we are adults, ",https://a0.muscache.com/im/pictures/104243/66d26e23_original.jpg?aki_policy=large,Alphabet City,40.7233422020838,-73.9844029332336,60,,,54,156,92,9,8,10,10,10,10,1.63
20300,https://www.airbnb.com/rooms/20300,Great Location for NYC,I have extra bed room near East Village & Union Square area. Convenience to get around town since all the subway is right at the doorstep. Great special living room and kitchen.  laundry room in the building cafe in the building,https://a0.muscache.com/im/pictures/c54283a5-f4ea-4821-bd77-527fd1d49471.jpg?aki_policy=large,Alphabet City,40.7291197638643,-73.9805709418011,50,,,0,2,60,10,6,6,7,10,7,0.08
20311,https://www.airbnb.com/rooms/20311,Awesome Room w/ optional pvt Bath!,"Located DIRECTLY across from the Brooklyn Museum, this Lovely private room is in a totally renovated 4 Bedroom Apartment shared with 3 Lovely, helpful, clean, FRIENDLY, professional roommates! *The apartment has been FULLY repainted and decorated - our photos don't quite do it justice anymore!* Room:  Queen Bed - New this year and comfortable! Clean, Quality Quilts, Linens and Pillows  High Ceilings Hardwood Floors 2 Big Windows Air Conditioner - Wifi enabled Mid-century modern furnishings We have a new kitchen with Granite Countertops and Stainless Steel appliances (Full Sized Refrigerator, Microwave, Stove/Oven). You have full access to the kitchen, utensils, cookware etc - so long as you clean up! The living room has a dining table, comfy couch, armchair, and a record player. Location: Ultra Prime address, literally steps to the best attractions: Brooklyn Museum, Brooklyn Public Library, Prospect Park.  Neighborhood: Right on the border of Park Slope and Prospect Heights, and walkin",https://a0.muscache.com/im/pictures/716655/108a5c4c_original.jpg?aki_policy=large,Prospect Heights,40.672059213514,-73.9634376530925,70,500,1850,177,33,96,9,10,10,10,10,10,0.34
